customer_id,first_name,last_name,email,loyalty_tier
CUST5073,Customer,73,cust73@email.com,PLATINUM
CUST5074,Customer,74,cust74@email.com,GOLD
CUST5075,Customer,75,cust75@email.com,GOLD
CUST5076,Customer,76,cust76@email.com,BRONZE
CUST5077,Customer,77,cust77@email.com,PLATINUM
CUST5078,Customer,78,cust78@email.com,PLATINUM
CUST5079,Customer,79,cust79@email.com,GOLD
CUST5080,Customer,80,cust80@email.com,BRONZE
CUST5081,Customer,81,cust81@email.com,BRONZE
CUST5082,Customer,82,cust82@email.com,BRONZE
CUST5083,Customer,83,cust83@email.com,SILVER
CUST5084,Customer,84,cust84@email.com,PLATINUM
CUST5085,Customer,85,cust85@email.com,PLATINUM
CUST5086,Customer,86,cust86@email.com,PLATINUM
CUST5087,Customer,87,cust87@email.com,BRONZE
CUST5088,Customer,88,cust88@email.com,GOLD
CUST5089,Customer,89,cust89@email.com,PLATINUM
CUST5090,Customer,90,cust90@email.com,BRONZE
CUST5091,Customer,91,cust91@email.com,BRONZE
CUST5092,Customer,92,cust92@email.com,GOLD
CUST5093,Customer,93,cust93@email.com,SILVER
CUST5094,Customer,94,cust94@email.com,SILVER
CUST5095,Customer,95,cust95@email.com,SILVER
CUST5096,Customer,96,cust96@email.com,SILVER
CUST5097,Customer,97,cust97@email.com,GOLD
CUST5098,Customer,98,cust98@email.com,PLATINUM
CUST5099,Customer,99,cust99@email.com,GOLD
CUST5100,Customer,100,cust100@email.com,GOLD
CUST5101,Customer,101,cust101@email.com,GOLD
CUST5102,Customer,102,cust102@email.com,PLATINUM
CUST5103,Customer,103,cust103@email.com,PLATINUM
CUST5104,Customer,104,cust104@email.com,GOLD
CUST5105,Customer,105,cust105@email.com,PLATINUM
CUST5106,Customer,106,cust106@email.com,SILVER
CUST5107,Customer,107,cust107@email.com,SILVER
CUST5108,Customer,108,cust108@email.com,PLATINUM
CUST5109,Customer,109,cust109@email.com,GOLD
CUST5110,Customer,110,cust110@email.com,BRONZE
CUST5111,Customer,111,cust111@email.com,GOLD
CUST5112,Customer,112,cust112@email.com,PLATINUM
CUST5113,Customer,113,cust113@email.com,BRONZE
CUST5114,Customer,114,cust114@email.com,BRONZE
CUST5115,Customer,115,cust115@email.com,PLATINUM
CUST5116,Customer,116,cust116@email.com,SILVER
CUST5117,Customer,117,cust117@email.com,PLATINUM
CUST5118,Customer,118,cust118@email.com,GOLD
CUST5119,Customer,119,cust119@email.com,PLATINUM
CUST5120,Customer,120,cust120@email.com,BRONZE
CUST5121,Customer,121,cust121@email.com,SILVER
CUST5122,Customer,122,cust122@email.com,BRONZE
CUST5123,Customer,123,cust123@email.com,GOLD
CUST5124,Customer,124,cust124@email.com,BRONZE
CUST5125,Customer,125,cust125@email.com,PLATINUM
CUST5126,Customer,126,cust126@email.com,SILVER
CUST5127,Customer,127,cust127@email.com,SILVER
CUST5128,Customer,128,cust128@email.com,GOLD
CUST5129,Customer,129,cust129@email.com,BRONZE
CUST5130,Customer,130,cust130@email.com,SILVER
CUST5131,Customer,131,cust131@email.com,SILVER
CUST5132,Customer,132,cust132@email.com,PLATINUM
CUST5133,Customer,133,cust133@email.com,PLATINUM
CUST5134,Customer,134,cust134@email.com,PLATINUM
CUST5135,Customer,135,cust135@email.com,BRONZE
CUST5136,Customer,136,cust136@email.com,BRONZE
CUST5137,Customer,137,cust137@email.com,BRONZE
CUST5138,Customer,138,cust138@email.com,BRONZE
CUST5139,Customer,139,cust139@email.com,PLATINUM
CUST5140,Customer,140,cust140@email.com,BRONZE
CUST5141,Customer,141,cust141@email.com,SILVER
CUST5142,Customer,142,cust142@email.com,SILVER
CUST5143,Customer,143,cust143@email.com,SILVER
CUST5144,Customer,144,cust144@email.com,SILVER
CUST5145,Customer,145,cust145@email.com,GOLD
CUST5146,Customer,146,cust146@email.com,SILVER
CUST5147,Customer,147,cust147@email.com,GOLD
CUST5148,Customer,148,cust148@email.com,PLATINUM
CUST5149,Customer,149,cust149@email.com,SILVER
CUST5150,Customer,150,cust150@email.com,BRONZE
CUST5151,Customer,151,cust151@email.com,GOLD
CUST5152,Customer,152,cust152@email.com,SILVER
CUST5153,Customer,153,cust153@email.com,BRONZE
CUST5154,Customer,154,cust154@email.com,BRONZE
CUST5155,Customer,155,cust155@email.com,SILVER
CUST5156,Customer,156,cust156@email.com,BRONZE
CUST5157,Customer,157,cust157@email.com,PLATINUM
CUST5158,Customer,158,cust158@email.com,GOLD
CUST5159,Customer,159,cust159@email.com,GOLD
CUST5160,Customer,160,cust160@email.com,BRONZE
CUST5161,Customer,161,cust161@email.com,PLATINUM
CUST5162,Customer,162,cust162@email.com,PLATINUM
CUST5163,Customer,163,cust163@email.com,PLATINUM
CUST5164,Customer,164,cust164@email.com,GOLD
CUST5165,Customer,165,cust165@email.com,SILVER
CUST5166,Customer,166,cust166@email.com,SILVER
CUST5167,Customer,167,cust167@email.com,GOLD
CUST5168,Customer,168,cust168@email.com,GOLD
CUST5169,Customer,169,cust169@email.com,SILVER
CUST5170,Customer,170,cust170@email.com,SILVER
CUST5171,Customer,171,cust171@email.com,GOLD
CUST5172,Customer,172,cust172@email.com,BRONZE
CUST5173,Customer,173,cust173@email.com,SILVER
CUST5174,Customer,174,cust174@email.com,PLATINUM
CUST5175,Customer,175,cust175@email.com,PLATINUM
CUST5176,Customer,176,cust176@email.com,SILVER
CUST5177,Customer,177,cust177@email.com,PLATINUM
CUST5178,Customer,178,cust178@email.com,GOLD
CUST5179,Customer,179,cust179@email.com,SILVER
CUST5180,Customer,180,cust180@email.com,GOLD
CUST5181,Customer,181,cust181@email.com,PLATINUM
CUST5182,Customer,182,cust182@email.com,GOLD
CUST5183,Customer,183,cust183@email.com,PLATINUM
CUST5184,Customer,184,cust184@email.com,BRONZE
CUST5185,Customer,185,cust185@email.com,BRONZE
CUST5186,Customer,186,cust186@email.com,GOLD
CUST5187,Customer,187,cust187@email.com,SILVER
CUST5188,Customer,188,cust188@email.com,PLATINUM
CUST5189,Customer,189,cust189@email.com,SILVER
CUST5190,Customer,190,cust190@email.com,BRONZE
CUST5191,Customer,191,cust191@email.com,GOLD
CUST5192,Customer,192,cust192@email.com,PLATINUM
CUST5193,Customer,193,cust193@email.com,BRONZE
CUST5194,Customer,194,cust194@email.com,BRONZE
CUST5195,Customer,195,cust195@email.com,BRONZE
CUST5196,Customer,196,cust196@email.com,SILVER
CUST5197,Customer,197,cust197@email.com,BRONZE
CUST5198,Customer,198,cust198@email.com,PLATINUM
CUST5199,Customer,199,cust199@email.com,PLATINUM
CUST5200,Customer,200,cust200@email.com,SILVER
CUST5201,Customer,201,cust201@email.com,PLATINUM
CUST5202,Customer,202,cust202@email.com,PLATINUM
CUST5203,Customer,203,cust203@email.com,PLATINUM
CUST5204,Customer,204,cust204@email.com,SILVER
CUST5205,Customer,205,cust205@email.com,SILVER
CUST5206,Customer,206,cust206@email.com,SILVER
CUST5207,Customer,207,cust207@email.com,SILVER
CUST5208,Customer,208,cust208@email.com,PLATINUM
CUST5209,Customer,209,cust209@email.com,SILVER
CUST5210,Customer,210,cust210@email.com,SILVER
CUST5211,Customer,211,cust211@email.com,BRONZE
CUST5212,Customer,212,cust212@email.com,SILVER
CUST5213,Customer,213,cust213@email.com,GOLD
CUST5214,Customer,214,cust214@email.com,PLATINUM
CUST5215,Customer,215,cust215@email.com,PLATINUM
CUST5216,Customer,216,cust216@email.com,SILVER
CUST5217,Customer,217,cust217@email.com,PLATINUM
CUST5218,Customer,218,cust218@email.com,BRONZE
CUST5219,Customer,219,cust219@email.com,PLATINUM
CUST5220,Customer,220,cust220@email.com,SILVER
CUST5221,Customer,221,cust221@email.com,GOLD
CUST5222,Customer,222,cust222@email.com,GOLD
CUST5223,Customer,223,cust223@email.com,SILVER
CUST5224,Customer,224,cust224@email.com,BRONZE
CUST5225,Customer,225,cust225@email.com,GOLD
CUST5226,Customer,226,cust226@email.com,BRONZE
CUST5227,Customer,227,cust227@email.com,PLATINUM
CUST5228,Customer,228,cust228@email.com,GOLD
CUST5229,Customer,229,cust229@email.com,BRONZE
CUST5230,Customer,230,cust230@email.com,PLATINUM
CUST5231,Customer,231,cust231@email.com,PLATINUM
CUST5232,Customer,232,cust232@email.com,BRONZE
CUST5233,Customer,233,cust233@email.com,BRONZE
CUST5234,Customer,234,cust234@email.com,SILVER
CUST5235,Customer,235,cust235@email.com,GOLD
CUST5236,Customer,236,cust236@email.com,SILVER
CUST5237,Customer,237,cust237@email.com,SILVER
CUST5238,Customer,238,cust238@email.com,GOLD
CUST5239,Customer,239,cust239@email.com,SILVER
CUST5240,Customer,240,cust240@email.com,PLATINUM
CUST5241,Customer,241,cust241@email.com,GOLD
CUST5242,Customer,242,cust242@email.com,BRONZE
CUST5243,Customer,243,cust243@email.com,GOLD
CUST5244,Customer,244,cust244@email.com,SILVER
CUST5245,Customer,245,cust245@email.com,PLATINUM
CUST5246,Customer,246,cust246@email.com,BRONZE
CUST5247,Customer,247,cust247@email.com,PLATINUM
CUST5248,Customer,248,cust248@email.com,SILVER
CUST5249,Customer,249,cust249@email.com,SILVER
CUST5250,Customer,250,cust250@email.com,SILVER
CUST5251,Customer,251,cust251@email.com,PLATINUM
CUST5252,Customer,252,cust252@email.com,PLATINUM
CUST5253,Customer,253,cust253@email.com,PLATINUM
CUST5254,Customer,254,cust254@email.com,GOLD
CUST5255,Customer,255,cust255@email.com,GOLD
CUST5256,Customer,256,cust256@email.com,PLATINUM
CUST5257,Customer,257,cust257@email.com,BRONZE
CUST5258,Customer,258,cust258@email.com,BRONZE
CUST5259,Customer,259,cust259@email.com,GOLD
CUST5260,Customer,260,cust260@email.com,PLATINUM
CUST5261,Customer,261,cust261@email.com,PLATINUM
CUST5262,Customer,262,cust262@email.com,PLATINUM
CUST5263,Customer,263,cust263@email.com,SILVER
CUST5264,Customer,264,cust264@email.com,GOLD
CUST5265,Customer,265,cust265@email.com,GOLD
CUST5266,Customer,266,cust266@email.com,SILVER
CUST5267,Customer,267,cust267@email.com,SILVER
CUST5268,Customer,268,cust268@email.com,PLATINUM
CUST5269,Customer,269,cust269@email.com,PLATINUM
CUST5270,Customer,270,cust270@email.com,BRONZE
CUST5271,Customer,271,cust271@email.com,SILVER
CUST5272,Customer,272,cust272@email.com,BRONZE
CUST5273,Customer,273,cust273@email.com,SILVER
CUST5274,Customer,274,cust274@email.com,PLATINUM
CUST5275,Customer,275,cust275@email.com,GOLD
CUST5276,Customer,276,cust276@email.com,PLATINUM
CUST5277,Customer,277,cust277@email.com,GOLD
CUST5278,Customer,278,cust278@email.com,PLATINUM
CUST5279,Customer,279,cust279@email.com,PLATINUM
CUST5280,Customer,280,cust280@email.com,GOLD
CUST5281,Customer,281,cust281@email.com,GOLD
CUST5282,Customer,282,cust282@email.com,PLATINUM
CUST5283,Customer,283,cust283@email.com,BRONZE
CUST5284,Customer,284,cust284@email.com,BRONZE
CUST5285,Customer,285,cust285@email.com,PLATINUM
CUST5286,Customer,286,cust286@email.com,BRONZE
CUST5287,Customer,287,cust287@email.com,SILVER
CUST5288,Customer,288,cust288@email.com,PLATINUM
CUST5289,Customer,289,cust289@email.com,PLATINUM
CUST5290,Customer,290,cust290@email.com,SILVER
CUST5291,Customer,291,cust291@email.com,BRONZE
CUST5292,Customer,292,cust292@email.com,BRONZE
CUST5293,Customer,293,cust293@email.com,BRONZE
CUST5294,Customer,294,cust294@email.com,GOLD
CUST5295,Customer,295,cust295@email.com,PLATINUM
CUST5296,Customer,296,cust296@email.com,PLATINUM
CUST5297,Customer,297,cust297@email.com,SILVER
CUST5298,Customer,298,cust298@email.com,SILVER
CUST5299,Customer,299,cust299@email.com,SILVER
CUST5300,Customer,300,cust300@email.com,SILVER
CUST5301,Customer,301,cust301@email.com,GOLD
CUST5302,Customer,302,cust302@email.com,GOLD
CUST5303,Customer,303,cust303@email.com,PLATINUM
CUST5304,Customer,304,cust304@email.com,BRONZE
CUST5305,Customer,305,cust305@email.com,SILVER
CUST5306,Customer,306,cust306@email.com,GOLD
CUST5307,Customer,307,cust307@email.com,SILVER
CUST5308,Customer,308,cust308@email.com,BRONZE
CUST5309,Customer,309,cust309@email.com,SILVER
CUST5310,Customer,310,cust310@email.com,BRONZE
CUST5311,Customer,311,cust311@email.com,BRONZE
CUST5312,Customer,312,cust312@email.com,GOLD
CUST5313,Customer,313,cust313@email.com,BRONZE
CUST5314,Customer,314,cust314@email.com,GOLD
CUST5315,Customer,315,cust315@email.com,SILVER
CUST5316,Customer,316,cust316@email.com,PLATINUM
CUST5317,Customer,317,cust317@email.com,SILVER
CUST5318,Customer,318,cust318@email.com,PLATINUM
CUST5319,Customer,319,cust319@email.com,PLATINUM
CUST5320,Customer,320,cust320@email.com,SILVER
CUST5321,Customer,321,cust321@email.com,GOLD
CUST5322,Customer,322,cust322@email.com,PLATINUM
CUST5323,Customer,323,cust323@email.com,PLATINUM
CUST5324,Customer,324,cust324@email.com,SILVER
CUST5325,Customer,325,cust325@email.com,GOLD
CUST5326,Customer,326,cust326@email.com,SILVER
CUST5327,Customer,327,cust327@email.com,SILVER
CUST5328,Customer,328,cust328@email.com,GOLD
CUST5329,Customer,329,cust329@email.com,GOLD
CUST5330,Customer,330,cust330@email.com,BRONZE
CUST5331,Customer,331,cust331@email.com,GOLD
CUST5332,Customer,332,cust332@email.com,BRONZE
CUST5333,Customer,333,cust333@email.com,PLATINUM
CUST5334,Customer,334,cust334@email.com,GOLD
CUST5335,Customer,335,cust335@email.com,PLATINUM
CUST5336,Customer,336,cust336@email.com,BRONZE
CUST5337,Customer,337,cust337@email.com,SILVER
CUST5338,Customer,338,cust338@email.com,BRONZE
CUST5339,Customer,339,cust339@email.com,GOLD
CUST5340,Customer,340,cust340@email.com,PLATINUM
CUST5341,Customer,341,cust341@email.com,PLATINUM
CUST5342,Customer,342,cust342@email.com,PLATINUM
CUST5343,Customer,343,cust343@email.com,PLATINUM
CUST5344,Customer,344,cust344@email.com,GOLD
CUST5345,Customer,345,cust345@email.com,GOLD
CUST5346,Customer,346,cust346@email.com,BRONZE
CUST5347,Customer,347,cust347@email.com,BRONZE
CUST5348,Customer,348,cust348@email.com,SILVER
CUST5349,Customer,349,cust349@email.com,PLATINUM
CUST5350,Customer,350,cust350@email.com,PLATINUM
CUST5351,Customer,351,cust351@email.com,PLATINUM
CUST5352,Customer,352,cust352@email.com,PLATINUM
CUST5353,Customer,353,cust353@email.com,GOLD
CUST5354,Customer,354,cust354@email.com,BRONZE
CUST5355,Customer,355,cust355@email.com,GOLD
CUST5356,Customer,356,cust356@email.com,SILVER
CUST5357,Customer,357,cust357@email.com,SILVER
CUST5358,Customer,358,cust358@email.com,SILVER
CUST5359,Customer,359,cust359@email.com,PLATINUM
CUST5360,Customer,360,cust360@email.com,SILVER
CUST5361,Customer,361,cust361@email.com,GOLD
CUST5362,Customer,362,cust362@email.com,PLATINUM
CUST5363,Customer,363,cust363@email.com,BRONZE
CUST5364,Customer,364,cust364@email.com,BRONZE
CUST5365,Customer,365,cust365@email.com,SILVER
CUST5366,Customer,366,cust366@email.com,SILVER
CUST5367,Customer,367,cust367@email.com,GOLD
CUST5368,Customer,368,cust368@email.com,BRONZE
CUST5369,Customer,369,cust369@email.com,BRONZE
CUST5370,Customer,370,cust370@email.com,BRONZE
CUST5371,Customer,371,cust371@email.com,GOLD
CUST5372,Customer,372,cust372@email.com,BRONZE
CUST5373,Customer,373,cust373@email.com,SILVER
CUST5374,Customer,374,cust374@email.com,SILVER
CUST5375,Customer,375,cust375@email.com,PLATINUM
CUST5376,Customer,376,cust376@email.com,PLATINUM
CUST5377,Customer,377,cust377@email.com,SILVER
CUST5378,Customer,378,cust378@email.com,BRONZE
CUST5379,Customer,379,cust379@email.com,BRONZE
CUST5380,Customer,380,cust380@email.com,GOLD
CUST5381,Customer,381,cust381@email.com,GOLD
CUST5382,Customer,382,cust382@email.com,SILVER
CUST5383,Customer,383,cust383@email.com,GOLD
CUST5384,Customer,384,cust384@email.com,SILVER
CUST5385,Customer,385,cust385@email.com,GOLD
CUST5386,Customer,386,cust386@email.com,PLATINUM
CUST5387,Customer,387,cust387@email.com,GOLD
CUST5388,Customer,388,cust388@email.com,PLATINUM
CUST5389,Customer,389,cust389@email.com,BRONZE
CUST5390,Customer,390,cust390@email.com,BRONZE
CUST5391,Customer,391,cust391@email.com,SILVER
CUST5392,Customer,392,cust392@email.com,GOLD
CUST5393,Customer,393,cust393@email.com,SILVER
CUST5394,Customer,394,cust394@email.com,BRONZE
CUST5395,Customer,395,cust395@email.com,PLATINUM
CUST5396,Customer,396,cust396@email.com,BRONZE
CUST5397,Customer,397,cust397@email.com,GOLD
CUST5398,Customer,398,cust398@email.com,SILVER
CUST5399,Customer,399,cust399@email.com,SILVER
CUST5400,Customer,400,cust400@email.com,SILVER
CUST5401,Customer,401,cust401@email.com,GOLD
CUST5402,Customer,402,cust402@email.com,SILVER
CUST5403,Customer,403,cust403@email.com,BRONZE
CUST5404,Customer,404,cust404@email.com,BRONZE
CUST5405,Customer,405,cust405@email.com,PLATINUM
CUST5406,Customer,406,cust406@email.com,PLATINUM
CUST5407,Customer,407,cust407@email.com,PLATINUM
CUST5408,Customer,408,cust408@email.com,SILVER
CUST5409,Customer,409,cust409@email.com,PLATINUM
CUST5410,Customer,410,cust410@email.com,BRONZE
CUST5411,Customer,411,cust411@email.com,GOLD
CUST5412,Customer,412,cust412@email.com,BRONZE
CUST5413,Customer,413,cust413@email.com,GOLD
CUST5414,Customer,414,cust414@email.com,BRONZE
CUST5415,Customer,415,cust415@email.com,SILVER
CUST5416,Customer,416,cust416@email.com,PLATINUM
CUST5417,Customer,417,cust417@email.com,BRONZE
CUST5418,Customer,418,cust418@email.com,SILVER
CUST5419,Customer,419,cust419@email.com,GOLD
CUST5420,Customer,420,cust420@email.com,SILVER
CUST5421,Customer,421,cust421@email.com,GOLD
CUST5422,Customer,422,cust422@email.com,GOLD
CUST5423,Customer,423,cust423@email.com,BRONZE
CUST5424,Customer,424,cust424@email.com,BRONZE
CUST5425,Customer,425,cust425@email.com,BRONZE
CUST5426,Customer,426,cust426@email.com,BRONZE
CUST5427,Customer,427,cust427@email.com,GOLD
CUST5428,Customer,428,cust428@email.com,GOLD
CUST5429,Customer,429,cust429@email.com,GOLD
CUST5430,Customer,430,cust430@email.com,SILVER
CUST5431,Customer,431,cust431@email.com,SILVER
CUST5432,Customer,432,cust432@email.com,SILVER
CUST5433,Customer,433,cust433@email.com,BRONZE
CUST5434,Customer,434,cust434@email.com,SILVER
CUST5435,Customer,435,cust435@email.com,BRONZE
CUST5436,Customer,436,cust436@email.com,GOLD
CUST5437,Customer,437,cust437@email.com,PLATINUM
CUST5438,Customer,438,cust438@email.com,PLATINUM
CUST5439,Customer,439,cust439@email.com,BRONZE
CUST5440,Customer,440,cust440@email.com,PLATINUM
CUST5441,Customer,441,cust441@email.com,BRONZE
CUST5442,Customer,442,cust442@email.com,BRONZE
CUST5443,Customer,443,cust443@email.com,PLATINUM
CUST5444,Customer,444,cust444@email.com,PLATINUM
CUST5445,Customer,445,cust445@email.com,BRONZE
CUST5446,Customer,446,cust446@email.com,SILVER
CUST5447,Customer,447,cust447@email.com,GOLD
CUST5448,Customer,448,cust448@email.com,SILVER
CUST5449,Customer,449,cust449@email.com,PLATINUM
CUST5450,Customer,450,cust450@email.com,PLATINUM
CUST5451,Customer,451,cust451@email.com,SILVER
CUST5452,Customer,452,cust452@email.com,SILVER
CUST5453,Customer,453,cust453@email.com,BRONZE
CUST5454,Customer,454,cust454@email.com,SILVER
CUST5455,Customer,455,cust455@email.com,PLATINUM
CUST5456,Customer,456,cust456@email.com,BRONZE
CUST5457,Customer,457,cust457@email.com,PLATINUM
CUST5458,Customer,458,cust458@email.com,BRONZE
CUST5459,Customer,459,cust459@email.com,SILVER
CUST5460,Customer,460,cust460@email.com,PLATINUM
CUST5461,Customer,461,cust461@email.com,SILVER
CUST5462,Customer,462,cust462@email.com,BRONZE
CUST5463,Customer,463,cust463@email.com,GOLD
CUST5464,Customer,464,cust464@email.com,PLATINUM
CUST5465,Customer,465,cust465@email.com,BRONZE
CUST5466,Customer,466,cust466@email.com,GOLD
CUST5467,Customer,467,cust467@email.com,SILVER
CUST5468,Customer,468,cust468@email.com,SILVER
CUST5469,Customer,469,cust469@email.com,SILVER
CUST5470,Customer,470,cust470@email.com,GOLD
CUST5471,Customer,471,cust471@email.com,GOLD
CUST5472,Customer,472,cust472@email.com,GOLD
CUST5473,Customer,473,cust473@email.com,PLATINUM
CUST5474,Customer,474,cust474@email.com,SILVER
CUST5475,Customer,475,cust475@email.com,SILVER
CUST5476,Customer,476,cust476@email.com,GOLD
CUST5477,Customer,477,cust477@email.com,PLATINUM
CUST5478,Customer,478,cust478@email.com,SILVER
CUST5479,Customer,479,cust479@email.com,SILVER
CUST5480,Customer,480,cust480@email.com,SILVER
CUST5481,Customer,481,cust481@email.com,SILVER
CUST5482,Customer,482,cust482@email.com,GOLD
CUST5483,Customer,483,cust483@email.com,GOLD
CUST5484,Customer,484,cust484@email.com,SILVER
CUST5485,Customer,485,cust485@email.com,PLATINUM
CUST5486,Customer,486,cust486@email.com,PLATINUM
CUST5487,Customer,487,cust487@email.com,SILVER
CUST5488,Customer,488,cust488@email.com,PLATINUM
CUST5489,Customer,489,cust489@email.com,SILVER
CUST5490,Customer,490,cust490@email.com,SILVER
CUST5491,Customer,491,cust491@email.com,BRONZE
CUST5492,Customer,492,cust492@email.com,BRONZE
CUST5493,Customer,493,cust493@email.com,PLATINUM
CUST5494,Customer,494,cust494@email.com,GOLD
CUST5495,Customer,495,cust495@email.com,BRONZE
CUST5496,Customer,496,cust496@email.com,SILVER
CUST5497,Customer,497,cust497@email.com,BRONZE
CUST5498,Customer,498,cust498@email.com,PLATINUM
CUST5499,Customer,499,cust499@email.com,GOLD
